"区域编码","区域","页码","课程ID","课程名称","教学点","培训机构","课程教材"
"430000","湖南省","5","HD96inNj0pq3AiW74YFZA8Y8wE64u7o3","考级日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","5","hR7S9HnTgbK179fG52bF6r7OCh78773K","高中寒假英语","长沙市岳麓区互鉴教育培训学校","长沙市岳麓区知诺培训学校有限公司","5年高考3年模拟"
"430000","湖南省","5","GZ890wKV501iC294qo2l2jl5eHEJI9Kl","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","6","ld11Eh8CWIOl275F7038ZmBzBZ6LZ4g1","综合应用日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","6","iRiNN752546131W3e1dM6g6UP8ElT10d","日语","隆回县桃李源培训学校","隆回县桃李源培训学校","高中日语词汇专项"
"430000","湖南省","6","kjO6Y08iY6LQ22r54l6obv786No327g2","日语高三复习班","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","6","KwtP281J9D7LxN5CA5426SzTkO3tX1y0","高中英语","长沙市岳麓区互鉴教育培训学校","长沙市岳麓区知诺培训学校有限公司","5年高考3年模拟"
"430000","湖南省","6","N2g690047P6s7k014ptia11FbbHM66iU","0816日语","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","6","N7qsE5612776p64IUy22R7bm9eK58j73","高考日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","6","P8K3F3R4nl35I50zn3Wx8eSNNxD977I5","2024年秋季日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","7","oX75T85zN8D2R5id0G8AMn3B3jia103E","2504高日冲刺（2班）","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","--"
"430000","湖南省","7","NR658u551469O2Uk08H5w5MJ3B2cQKM4","2504高日冲刺(1班）","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","7","NKTtW938wkAR49agHhy8t1739c376Fp0","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","7","nHk475I78184QJ4781x98Zk0sRF85gfO","全日制课程初级中（二）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语句型练习册初级2"
"430000","湖南省","7","NVf02nKh9ol01WXTdL746yt47Sp77683","日语兴趣班2024","长沙县远山教育培训学校","长沙县远山教育培训学校","日语七年级全一册"
"430000","湖南省","7","kDjQhp5kT7q246zX41g82FE36C3033EQ","高考日语冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","7","LG5eIE3H79ZUd0td75xo30x267Z71a54","测试班","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","新经典日本语第二册"
"430000","湖南省","7","KRVUw47O2On771D0A5Z0AVB19E511437","高一日语","长沙市天心区澳领培训学校有限公司","长沙市天心区澳领培训学校有限公司","--"
"430000","湖南省","8","kpy9y8N658503He0L68X4L9k5Bh2LbZU","2504高中人教日语","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","8","lo682XK9ts8P0o1K9Sm45fjl12U32L68","高中日语2","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","--"
"430000","湖南省","8","kq6631s36180Qf4903N16dk8Cpz27CPS","全日制课程初级上","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","8","kOj66xw45V60O7aJ8W012r36cdNN5A4Q","全日制课程初级下（二）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语句型练习册初级2"
"430000","湖南省","8","TtFePZ1l9P4K6NxtS587mX13859816Wk","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","8","U52vz1OgM3r6XI99F25X4LzS2wqU0tu0","日语入门课","长沙县远山教育培训学校","长沙县远山教育培训学校","--"
"430000","湖南省","8","U70xav23767KHkN18JVDv20iK78Ipx6A","2023年暑假日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","8","r1Xyby28294Zuw0X8Qi6022n1Q31s7ng","高考日语暑期集训","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","8","pU145eFP384018Ya1hJ90BW38X984tQ6","日语提升班","长沙县远山教育培训学校","长沙县远山教育培训学校","日语七年级全一册"
"430000","湖南省","8","rLAB44YU18C97278s2zro99xi2LX3A4S","日语寒假集训班","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","9","r81v3yLg33G2L9CF52j93K000Ct0utv8","日语高级班202304","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","9","qf2htx0HNUg7v4j1502c30t4P1B576Se","2025秋季强化日语班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","9","pbR9u969DgGpX8x42nWW61PY164R97C2","全日制课程初级上","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","9","V864w5d82000622561q80S884B6VB74s","过级日语","长沙县远山教育培训学校","长沙县远山教育培训学校","新版标准日本语初级上"
"430000","湖南省","9","UqM9a7P0pn6327GW2tO693py1I56ULLD","高三日语冲刺班","郴州市苏仙区智怀戴氏教育培训学校有限公司","郴州市苏仙区智怀戴氏教育培训学校有限公司","标准日本语"
"430000","湖南省","9","V54n3b25p9Q8p3X82EO9MYayWn7ge8e0","高考日语课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","9","sCnvWoUr72iB658d2j37y6R916556582","日语N2考级冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","9","sd0m88T5WEKkV596DXPk5H65Ij7EiX8v","日语考级冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","9","s8z6068299kFWx89BU16vI629Jlc56G4","日语口语特色课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","9","R1E5vc058W5UOl0l2i7uAi1kD78N1yz3","高考日语冲刺班","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","10","t458GG6x36Q1137m8K02sPXR02c9j12G","2024年上学期日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","10","SLRNR0br7R129Lklx5r7D2QkQ34ck642","高考日语课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","10","unzkxwNz3m5116q1cR4439H9J54PH436","日语口语课","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","10","uNa3854SB1Ph4rIXc0Wm2F0H0z9X256P","考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","10","U4mnu72D5SZq9651C6ka86P89zB463t7","日语","隆回县桃李源培训学校","隆回县桃李源培训学校","高中日语词汇专项"
"430000","湖南省","10","u8N2EZY644kPY4QPo355tQ357RF92o8Y","日语暑期集训","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","高考日语作文训练"
"430000","湖南省","10","V7r36592O5fF6o7Isd378vg4W0E25Q6O","日语20250331","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","10","Vc88080XLbSwsxL7O2195U9BH401iB11","高三第一轮复习","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","--"
"430000","湖南省","10","n1359rzQBs3U2yiY37yTG7pHpx5JX4xW","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","10","ME6GwZsnm791DW56iz75g9v8pb844e8x","日语班高三","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","11","U4MTrI6e6y389sUN9wmi65022EsFZR83","日语 高考班","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","12","e491069803b203674dfcd7de528f9b07","日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","12","I7eFssXP69SI106mO97s80Jg44wI51QN","日语考级冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","12","J41Vb8VD2O8F34U790139zMww971ioyv","考级日语2311","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","12","i8Vn61QK72W05T71Y17mE5wOo2fTNK90","全日制课程初级中（三）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语句型练习册初级2"
"430000","湖南省","12","mM0SZQD5nsD8fC2X155334I01VN18NWy","留学日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","12","l0k4420c72d1014DMN6H0t8vm8d0FOXu","日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","12","N9v428YIk6A770787f4q6pX49I97C51W","2025日语","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","12","N51SIi4a224VykN1P3p806247mzF20G2","日语N2考级冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","12","o6885BNJ4gsplu1Ol57684KEr6sRf9FL","日语考级冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","13","Ra4C91b2666gidVWV2052fLlO146O1rV","25高中人教日语","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","13","r690vflSl802354xSAl810l4RT40i8k8","全日制课程初级上（二）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","13","rQpiP8n9to4Y45ne6h30m1xWuvYJuX83","日语入门课","长沙县远山教育培训学校","长沙县远山教育培训学校","新版标准日本语初级上"
"430000","湖南省","13","y01Hmz92LB3LW5808773b1ehn21wSCKf","高考日语暑期集训","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","13","x5n6x4MJ6v1Qt07iEtV8pa7996EOpz91","全日制课程初级中","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语句型练习册初级2"
"430000","湖南省","13","Wo1UwxP1SngoD98991N3b33434px7n71","日语班高三","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","13","x33y56p149C7y1aj1E216894elU23ub3","日语班高三","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","--"
"430000","湖南省","13","vp1L88h42U68F1O6a7Lix933fv027p3F","高中英语","长沙市岳麓区互鉴教育培训学校","长沙市岳麓区知诺培训学校有限公司","5年高考3年模拟"
"430000","湖南省","13","w52M2H4S598905f6824Pu877108Gu9P1","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","14","w5DRF20F5Yv5IqPuvAJaM3827Wn16f4U","高中日语2024","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","14","wA0331idH3yf5Nb32o8F40k8wyInv2o0","2024年春季日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","14","vyZJEALaS87k41jbTEP3HC22z747AY2k","日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","14","ZT3wwQWIVG97H20iv4ZPZ8G9G719ov93","506","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","14","y3r5Z31s507b2fvs218Z3283205J3R0H","2025年春季日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","--"
"430000","湖南省","14","Ye26X5XdE8w80C61107Fc761GZXC4086","日语入门班","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","14","y5y348akJ0f2722zlhj7y3u6085D0ZpQ","日语口语课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","14","Y9280Q732Zc27M834j5gJiDNzh42M459","全日制课程初级下","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集中级1"
"430000","湖南省","14","WItRXUw2I0P8YkWkM0ye0K645COIJ2C8","日语考级冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","14","WML4NaCvOnu6Y211c35n50E7E65TaJ85","高中1对1","长沙市天心区澳领培训学校有限公司","长沙市天心区澳领培训学校有限公司","--"
"430000","湖南省","15","W70X4fx8YMIJ5XD916l721o7lkzX92TU","全日制课程初级上（三）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","15","z318oB797BxS86545lL3bm674236A775","日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","15","Xkz389y39LJ5pB8CDou0728591671139","高一日语班课","长沙市天心区澳领培训学校有限公司","长沙市天心区澳领培训学校有限公司","--"
"430000","湖南省","15","UVCO6171k911eDCfZF49PK2b295W7i80","高一日语秋","长沙市天心区澳领培训学校有限公司","长沙市天心区澳领培训学校有限公司","普通高中教科书日语必修"
"430000","湖南省","15","z2820K6Cv21oF3bpr6jCk439jEgVSLHk","全日制课程初级上（二）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","--"
"430000","湖南省","15","z2I3dxYIfl05431y9538o1n8WkIS605v","日语0401","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","15","Z2l6102uQmr9DJt2vP2VjxaPW30F21n8","高中日语初级","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","15","wTshv56m2840t71LI78yqya57p5f3360","高一体验课","长沙市天心区澳领培训学校有限公司","长沙市天心区澳领培训学校有限公司","--"
"430000","湖南省","15","Ou6778d7cgN8H83k603O2pf0699q32LI","2602","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","高考日语作文训练"
"430000","湖南省","15","p6Jp4J4b912471Lh775Z13Te17fw83q5","考级日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","16","B2P4c04L2xkN746cX543317gs41r160e","日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","16","UsunqYX275d6I694DZ2r8U067goAD86i","高中日语","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","--"
"430000","湖南省","16","l6vmO5a3y425030YcA7b5209297jTf15","12315","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","--"
"430000","湖南省","16","o90iZm4dq28244DMH328J278za3q4207","高中日语","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","17","dJI7301L28lIA813071VI7AI570BTdM1","日语N2试听课","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","标准日本语中级上册"
"430000","湖南省","17","f88v7F56DDB8HB36wZ128F9lsfo7OuU9","高中日语零基础班","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","人教版日语教材"
"430000","湖南省","17","g1LYl351i05rsr5i23Us11cY9O3u1zeT","零基础试听课20241219","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","标准日本语初级上册"
"430000","湖南省","17","q412f41f1e457TH5XXN201P45xPR47b2","日语零基础1班","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","--"
"430000","湖南省","17","v4Uy0F10z1iZ2jTT0a5H2Ib95y49h1yh","零基础试听课","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","--"
"430000","湖南省","17","V88s1H7NK1Z1889570RENs87u3JIi8Xs","零基础班","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","--"
"430000","湖南省","17","x49acZ5v0227K3w37PITVM1N0on9N717","零基础试听课","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","标准日本语初级下册"
"430000","湖南省","17","Zjk65e41kj4A35K9pvLZ73W8ma7980s5","日语零基础班","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","--"
"430000","湖南省","17","yDR2XL46g5Z3n8wqJ9895d8fQz1kpu8g","日语","隆回县桃李源培训学校","隆回县桃李源培训学校","高中日语词汇专项"
"430000","湖南省","17","y85F3A3P28MK2K3869A5c9wuQ5vm0n32","日语","隆回县桃李源培训学校","隆回县桃李源培训学校","高考日语"
"430000","湖南省","18","o944x009N5E1Tk6ZD7xKj4T5O1BJG942","日语班","长沙市岳麓区言吉教育培训学校有限公司","长沙市岳麓区言吉教育培训学校有限公司","--"
"430000","湖南省","18","yL70787S748yJ8g4u6970L3cE6MAz64b","2026年春季日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","18","Da9AtNe8q6QMDHXi3tp9nSaT78lJf77K","日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","18","K5h0UUdFG90j8027664887KpFLH3at48","2604日语班","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","18","Q54nezK4f14wlO6oZ1CwI7601401Y9d4","高考日语冲刺","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","高考日语作文训练"
"430000","湖南省","18","ptv124Dj5811JS04v41n3CXEle1gVS6M","日语","隆回县桃李源培训学校","隆回县桃李源培训学校","高中日语词汇专项"
"430000","湖南省","18","z294ZG311u4Vb809Yxj5qxuA76x7c24M","日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","18","mc1sYt46BdfT6R3lkp5v5753IZ0Cs703","日语考级课题","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","19","kr3dO28C09099G66P5ZcvS73cLzWFR8J","高考冲刺","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","高考日语作文训练"
"430000","湖南省","19","y8136O6E63W6a02X8AnXfjl8xu2t2n28","高考日语冲刺","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","19","PS085hIvcl4E886pn2ZI1f5a5UC38a1R","高考冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","19","V75R412P0n019JS28X21Al54T1W838Ow","2602日语","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","--"
"430000","湖南省","19","kk43du62tS74i2v8lnv14472K6S81520","202607日语","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","19","z54PWVCD66X4r6ez2404Uu9Y9C54y0mb","日语入门班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","19","c6926O1903sB0p5Gp9p89w4oT95UeN2o","日语学习课","长沙市望城区唯优启智教育培训学校有限公司","长沙市望城区唯优启智教育培训学校有限公司","--"
"430000","湖南省","19","FKk3F1y1V79oR2p2Ju354b85fn8J1N81","日语巩固练习课","长沙市望城区唯优启智教育培训学校有限公司","长沙市望城区唯优启智教育培训学校有限公司","日语必修第一册"
"430000","湖南省","20","M043ifFq4q6b77uk71F6f6L7n5O4hGBc","日语练习课","长沙市望城区唯优启智教育培训学校有限公司","长沙市望城区唯优启智教育培训学校有限公司","--"
"430000","湖南省","20","M9TkQCV54D2B28dla14jR370PpJ9gMv6","高一日语基础课","长沙市望城区唯优启智教育培训学校有限公司","长沙市望城区唯优启智教育培训学校有限公司","--"
"430000","湖南省","20","z9kEk792f3X9ETXEj4Pz6GPBpZ594T49","高一日语体验课","长沙市望城区唯优启智教育培训学校有限公司","长沙市望城区唯优启智教育培训学校有限公司","--"
"430000","湖南省","20","J21R6UQ0FLam6h78ft0R8B491Jo84d27","日语1","隆回县桃李源培训学校","隆回县桃李源培训学校","--"
"430000","湖南省","20","Ea42Q6LO628acw9yF4t3xwQ50uSWXS8I","日语N1考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","20","i9F7Jmv1721965OeH1Ed55Un7ON09s10","日语考级课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","20","T57p7Ul0x6C52634428Co168xtN3T7WO","日语精品小班","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","20","t52e41yA978hlfA39dOD0606D8j69345","高中日语","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","--"
"430000","湖南省","20","i1i9w2780Vwosn1y00815HR10du9Nk51","高中日语","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","20","awF7A7T5G687v3b7Kf10Midr58EIqcc5","日语提升","隆回县桃李源培训学校","隆回县桃李源培训学校","高考日语"
"430000","湖南省","21","gHWu5D8902t5RCs3B8Y4oW9sSanTXe07","高中日语","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"440000","广东省","1","803a50ca56f74cd0ba50ca56f73cd033","日语培训","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语九年级全一册"
"440000","广东省","1","7953acb8604f44a293acb8604fc4a294","日语课程","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","1","46c866db88e045348866db88e08534d8","高一日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","--"
"440000","广东省","1","3e655cd839dd444ba55cd839dde44b52","高二日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","新版中日交流标准日本语（第二版）初级"
"440000","广东省","1","60e8b57c925e49bca8b57c925e39bcc5","高中日语","怀集县怀城街道尚学堂教育培训中心","怀集县怀城街道尚学堂教育培训中心","新版高中日语必修一人教版"
"440000","广东省","1","bd57AV36G1037g3pi2rbhlHStZ26ZNuv","高中进阶日语1班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","1","Bq1pj1v2pXN6ev1lMdMK17W532q4eZA4","高中日语进阶班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","1","a9Y1GrmDKj4f9BI6a05pe6r18Y3rQEFc","日语基础班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","--"
"440000","广东省","1","Az4u58LW1y70mJl15Uu92wCBW8T75Cw5","高三日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","--"
"440000","广东省","1","a04eQ9KJ30tsvIO9r811K85686134170","高中日语进阶班1","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","2","88d8b4cc98684b8b98b4cc98683b8b13","高中日语","怀集县玖珑湾商业街58-61二楼","怀集县怀城街道智未来教育培训中心","高中日语必修一人教版"
"440000","广东省","2","ba4170525b6249358170525b62093557","高考日语VIP2班","源城区京成教育培训中心","河源市源城区京成教育培训中心","中日交流标准日本语"
"440000","广东省","2","eXB32S8W6ug4A5kT0o564Olh94P3l7vy","高中日语进阶班2","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","2","h49h7cD453zYYZfW742qf8391O664N48","日语","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","中日交流标准日本语"
"440000","广东省","2","kaL3dI42tGXAEX7oh41OXX4xN0OYC875","高考日语课程","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","2","KAV9BJ18fghFzYxBn3k00Su1Cw0Bcyz8","零基础兴趣班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语九年级全一册"
"440000","广东省","2","K41i98789dY1G84D84Sd66t39pawF1cZ","高中日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","新版中日交流标准日本语（第二版）初级"
"440000","广东省","2","Hz38273N6pX01x5337828fw6u123619c","高中日语","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","2","e9db98c9b77d4b059b98c9b77d4b058d","高考日语冲刺班","源城区京成教育培训中心","河源市源城区京成教育培训中心","--"
